error	error	array_splice_to_ary
error	error	begin_unknown_const_tail
error	error	binop_recv_root
error	error	boxed_string_methods
error	error	builtins_filter_map
error	error	builtins_flat_map
error	error	builtins_min_max_by
error	error	caller_range
error	error	case_when_lambda_predicate
error	error	container_read_combined_set_map_bang
error	error	container_read_set_enumerable
error	error	ctor_inline_root
error	error	each_cons_with_index_map_no_double_gets
error	error	each_with_index_inject
error	error	enumerable_chain_more
error	error	enumerable_to_set_param
error	error	fold_hoist_root
error	error	generator_element_cycle
error	error	hash_user_key
error	error	hash_user_key_eql
error	error	implicit_conversion_args
error	error	implicit_conversion_protocol
error	error	inline_call_receiver_root
error	error	instance_call_arity
error	error	int_array_array
error	error	int_overflow_op_assign
error	error	issue_2877
error	error	issue_2917
error	error	issue_3069
error	error	issue_3071
error	error	issue_3072
error	error	issue_3174
error	error	iter_bound_evaluated_once
error	error	ivar_array_widens_on_read
error	error	ivar_tail_write_return
error	error	leading_splat_scalar_massign
error	error	minmax_by_array_key
error	error	next_in_then_block
error	error	nil_sentinel_from_index_compact
error	error	or_assign_composite_rhs_once
error	error	output_args_eval_before_write
error	error	poly_container_delete
error	error	poly_delete_upcase_chain
error	error	poly_method_return_kinds
error	error	poly_operator_builtin_operand
error	error	proc_case_eq_value
error	error	rational_div_family
error	error	recursive_set_json
error	error	require_first_line
error	error	require_in_conditional
error	error	require_modifier
error	error	require_value
error	error	set.set_copy_independence
error	error	set.set_value_semantics
error	error	set_algebra_operand_enum
error	error	set_basic
error	error	set_block_autosplat
error	error	set_bracket_ctor
error	error	set_comparator_block
error	error	set_conformance_batch2
error	error	set_delete
error	error	set_divide
error	error	set_enumerable_operand
error	error	set_frozen_mutators
error	error	set_full_api
error	error	set_new_from_mapped_set
error	error	set_operations
error	error	set_predicate_arg
error	error	set_range_operand
error	error	set_scan_skips_comments
error	error	struct_dig_missing_key
error	error	struct_methods
error	error	struct_valuesat_hash_set_init_wave10
error	error	to_set_forms
error	error	typed_slot_conversion
error	error	uniq_user_eql_hash
error	error	user_bang_value_object
error	error	user_to_set_not_rewritten
error	error	value_type_hash_id
error	error	valued_break_recv
error	rejected	hash_store_operand_gc_root
error	rejected	multi_assign_operand_gc_root
error	rejected	proc_reads_outer_two_frames_up
error	rejected	thread_body_local_cell
fail	fail	bound_builtin_method_forwards_args
fail	fail	bound_method_value_recv
fail	fail	complex_division
fail	fail	hash_or_write_rhs_short_circuits
fail	fail	implicit_conversion_narrowing
fail	fail	int_bit_beginless_raises
fail	fail	int_bits_bignum_mask
fail	fail	int_overflow_raises
fail	fail	issue_3305_int_enum_with_index
fail	fail	issue_3315_int_enum_with_index_block
fail	fail	iterator_tail_returns_receiver
fail	fail	kernel_conv_protocol
fail	fail	method_compose_container
fail	fail	narrowed_element_local_pin
fail	fail	nullable_num_compare
fail	fail	numeric_step_zero
fail	fail	numeric_tower_remainder
fail	fail	pattern_methodobj_kwsplat_undersupply
fail	fail	poly_call_fast_abi_gate
fail	fail	poly_call_legacy_abi_gate
fail	fail	proc_compose_method_operand
fail	fail	proc_curry_arity
fail	fail	proc_method_wave10
fail	fail	string_splice_repeated_gc
fail	fail	unpack1_literal_format
fail	rejected	builtin_arity_reach
fail	rejected	thread_gc_start
noexp	noexp	pathname_glob_receiver_prefix
noexp	noexp	str_range_endpoints_root
noexp	noexp	string_param_retained_in_ivar
noexp	rejected	gc_threshold_per_heap
pass	capacity	container_loop_root
pass	capacity	enum_ctor_receiver_root
pass	capacity	enum_with_index_source_root
pass	capacity	gc_str_major_interval
pass	capacity	inject_symbol_root
pass	capacity	json_parse_temp_source
pass	capacity	stat_handle_root
pass	capacity	string_slice_bang_value_rooted
pass	rejected	array_dup_sort_gc
pass	rejected	at_exit_registered_from_thread_during_drain
pass	rejected	backtick_long_output_thread_gc
pass	rejected	bigint_literal_table_startup
pass	rejected	block_call_arity
pass	rejected	block_forward_anonymous_poly_receiver
pass	rejected	block_local_shadows_later_outer_local
pass	rejected	block_param_into_thread
pass	rejected	block_tail_prelude_inside
pass	rejected	builtin_cls_id_distinct
pass	rejected	call_operand_lifetime
pass	rejected	concat_chain_operand_gc_root
pass	rejected	concurrency_class_constants
pass	rejected	concurrency_freeze
pass	rejected	concurrency_handle_nil
pass	rejected	concurrency_logical_operands
pass	rejected	condvar_wait_timeout
pass	rejected	connect_nonblock_sockaddr_1arg
pass	rejected	fiber_ivar_cycle_collect
pass	rejected	fiber_return_local_jump_error
pass	rejected	fiber_thread_object_face
pass	rejected	fifo_open_does_not_pin_worker
pass	rejected	frozen_nul_literal_cache
pass	rejected	frozen_string_global_survives_gc
pass	rejected	frozen_string_literal_gc_root
pass	rejected	gc_first_thread_threshold
pass	rejected	gc_full_cycle_space_bound
pass	rejected	gc_grandparent_ivar_scan
pass	rejected	gc_locality_build
pass	rejected	gc_mark_stack_growth
pass	rejected	gc_minor_thread_local_slot
pass	rejected	gc_minor_thread_retval
pass	rejected	gc_minor_thread_tls_first_write
pass	rejected	gc_poly_local_int
pass	rejected	gc_poly_local_root
pass	rejected	gc_poly_local_setjmp
pass	rejected	gc_root_call_args
pass	rejected	gc_root_elided_array_slot
pass	rejected	gc_root_heap_param
pass	rejected	gc_stat_string_heap
pass	rejected	gc_threshold_no_runaway
pass	rejected	hash_default_proc_gc_scan
pass	rejected	hash_merge_with_block_defaults
pass	rejected	i1021
pass	rejected	i1031
pass	rejected	index_opassign_in_thread_block
pass	rejected	inspect_result_survives_gc
pass	rejected	io_buffer_io_integration
pass	rejected	io_close_wakes_parked_reader
pass	rejected	io_select_set_parks_thread
pass	rejected	io_select_user_to_io
pass	rejected	io_wait_timeout_parks_thread
pass	rejected	issue_2976
pass	rejected	issue_2977
pass	rejected	issue_2978
pass	rejected	issue_3124
pass	rejected	issue_3126
pass	rejected	issue_3342_threads_with_native_packages
